0,0,83,16,-2
0,0,83,137,-65
0,0,82,177,-123
0,0,81,184,-134
0,0,80,197,-137
0,0,79,215,-142
0,0,78,222,-150
0,0,77,226,-150
0,0,75,227,-157
0,0,72,234,-150
0,0,66,231,-155
0,0,59,235,-144
0,0,50,230,-91
0,0,33,215,0
0,0,20,132,42
0,0,16,-53,143
0,0,15,-156,151
0,0,17,-174,148
0,0,19,-185,151
0,0,23,-188,159
0,0,30,-197,165
0,0,35,-194,162
0,0,42,-198,154
0,0,48,-193,154
0,0,51,-127,160
0,0,50,-83,164
0,0,45,-20,158
0,0,35,0,159
0,0,29,-52,163
0,0,29,-106,156
0,0,33,-145,162
0,0,40,-171,160
0,0,45,-172,158
0,0,48,-136,161
0,0,46,-86,164
0,0,45,-60,170
0,0,40,-38,162
0,0,36,-28,158
0,0,37,-85,160
0,0,42,-141,165
0,0,47,-151,167
0,0,49,-83,167
0,0,45,-83,169
0,0,42,-28,166
0,0,38,-24,169
0,0,40,-72,169
0,0,44,-130,174
0,0,47,-114,179
0,0,46,-58,173
0,0,43,-58,172
0,0,36,-18,175
0,0,37,-68,175
0,0,43,-127,169
0,0,46,-117,168
0,0,48,-75,167
0,0,48,-41,169
0,0,48,-24,173
0,0,47,0,167
0,0,44,0,169
0,0,43,-4,168
0,0,44,-34,162
0,0,45,-50,165
0,0,46,-41,167
0,0,46,-41,166
0,0,44,-16,164
0,0,43,-12,163
0,0,43,-12,166
0,0,44,-9,164
0,0,45,-16,158
0,0,46,-36,157
0,0,47,-36,159
0,0,46,-17,162
0,0,48,-17,160
0,0,47,-8,156
0,0,48,6,162
0,0,49,6,156
0,0,49,6,161
0,0,49,18,157
0,0,50,42,161
0,0,50,54,160
0,0,51,81,162
0,0,48,101,163
0,0,46,108,167
0,0,45,71,166
0,0,44,49,171
0,0,46,49,170
0,0,47,12,161
0,0,48,12,163
0,0,50,3,162
0,0,49,44,165
0,0,48,66,167
0,0,48,54,162
0,0,49,43,162
0,0,49,36,163
0,0,50,51,164
0,0,51,65,164
0,0,51,89,161
0,0,49,98,165
0,0,47,108,162
0,0,46,80,163
0,0,48,57,164
0,0,49,38,160
0,0,49,27,159
0,0,51,43,159
0,0,52,47,160
0,0,52,71,161
0,0,51,114,159
0,0,50,112,159
0,0,49,95,151
0,0,50,84,159
0,0,50,72,154
0,0,50,83,158
0,0,50,81,155
0,0,50,81,158
0,0,50,85,160
0,0,50,90,159
0,0,49,86,158
0,0,48,89,160
0,0,46,72,160
0,0,44,48,153
0,0,44,17,159
0,0,46,-13,158
0,0,49,-25,157
0,0,54,0,153
0,0,59,59,146
0,0,59,144,96
0,0,58,171,71
0,0,55,197,47
0,0,52,202,32
0,0,49,196,74
0,0,47,163,85
0,0,47,123,119
0,0,49,69,139
0,0,49,56,158
0,0,49,60,163
0,0,50,46,160
0,0,52,42,161
0,0,54,90,163
0,0,54,139,160
0,0,53,160,146
0,0,52,167,148
0,0,51,172,155
0,0,51,163,163
0,0,49,139,167
0,0,51,120,166
0,0,50,104,165
0,0,50,112,163
0,0,52,85,163
0,0,52,101,169
0,0,52,106,168
0,0,52,128,166
0,0,53,154,162
0,0,54,152,161
0,0,54,167,158
0,0,54,173,145
0,0,53,187,139
0,0,52,188,133
0,0,52,187,146
0,0,51,173,154
0,0,50,154,162
0,0,48,124,161
0,0,48,92,162
0,0,50,59,163
0,0,50,69,158
0,0,50,78,154
0,0,50,82,157
0,0,50,98,159
0,0,52,94,163
0,0,53,111,154
0,0,53,140,150
0,0,51,162,149
0,0,49,162,160
0,0,48,131,157
0,0,46,111,162
0,0,47,53,161
0,0,49,31,162
0,0,50,31,160
0,0,52,25,156
0,0,54,82,155
0,0,55,114,143
0,0,55,158,126
0,0,55,175,118
0,0,53,179,110
0,0,52,182,109
0,0,48,171,127
0,0,47,156,147
0,0,45,81,152
0,0,45,53,163
0,0,48,22,159
0,0,50,22,161
0,0,50,5,157
0,0,51,5,157
0,0,52,45,152
0,0,52,90,155
0,0,52,111,155
0,0,51,123,161
0,0,51,118,159
0,0,51,115,162
0,0,50,114,161
0,0,49,112,160
0,0,45,88,161
0,0,42,73,158
0,0,44,0,158
0,0,46,-66,156
0,0,49,-61,156
0,0,52,-61,150
0,0,54,33,146
0,0,54,100,146
0,0,50,148,142
0,0,47,144,142
0,0,46,75,147
0,0,46,50,157
0,0,47,40,160
0,0,47,16,155
0,0,49,16,148
0,0,50,7,156
0,0,52,8,153
0,0,53,38,154
0,0,53,98,151
0,0,52,115,153
0,0,50,149,161
0,0,50,138,167
0,0,45,130,167
0,0,43,93,164
0,0,44,0,169
0,0,45,-40,169
0,0,47,-49,163
0,0,49,-42,159
0,0,50,-12,164
0,0,52,14,160
0,0,53,55,161
0,0,52,134,152
0,0,49,155,146
0,0,49,123,148
0,0,48,83,156
0,0,48,73,161
0,0,49,46,166
0,0,50,32,158
0,0,48,91,154
0,0,47,80,159
0,0,50,44,161
0,0,52,55,151
0,0,50,94,152
0,0,47,81,155
0,0,46,56,154
0,0,47,56,155
0,0,48,14,159
0,0,50,14,156
0,0,53,7,157
0,0,51,90,148
0,0,48,121,149
0,0,43,82,149
0,0,42,29,154
0,0,42,-52,159
0,0,45,-76,159
0,0,46,-81,151
0,0,45,-53,148
0,0,45,-43,153
0,0,46,-28,156
0,0,45,-13,158
0,0,44,0,149
0,0,44,0,153
0,0,46,-41,149
0,0,47,-16,157
0,0,50,-16,159
0,0,52,13,160
0,0,52,58,157
0,0,52,103,159
0,0,47,131,154
0,0,40,120,153
0,0,37,0,157
0,0,36,-87,161
0,0,43,-174,161
0,0,54,-155,155
0,0,51,-136,151
0,0,53,0,131
0,0,54,63,129
0,0,51,107,118
0,0,50,148,135
0,0,45,129,146
0,0,41,80,148
0,0,38,19,146
0,0,37,-27,157
0,0,38,-159,164
0,0,52,-156,152
0,0,52,-86,151
0,0,53,24,131
0,0,54,78,135
0,0,52,140,125
0,0,47,153,143
0,0,45,123,151
0,0,41,96,149
0,0,38,16,144
0,0,38,-37,160
0,0,42,-163,156
0,0,51,-159,144
0,0,53,-129,143
0,0,55,40,119
0,0,56,111,115
0,0,51,161,67
0,0,45,156,84
0,0,45,120,126
0,0,49,55,134
0,0,44,37,142
0,0,43,32,160
0,0,41,-63,158
0,0,38,-77,162
0,0,43,-78,164
0,0,55,-147,162
0,0,65,-165,142
0,0,64,84,125
0,0,65,165,-13
0,0,55,184,-36
0,0,53,190,-13
0,0,46,187,69
0,0,33,134,119
0,0,33,27,132
0,0,31,-33,138
0,0,33,-159,150
0,0,42,-169,150
0,0,51,-163,149
0,0,53,-126,162
0,0,55,18,157
0,0,57,94,152
0,0,55,160,118
0,0,49,184,110
0,0,42,156,128
0,0,35,96,130
0,0,32,-21,141
0,0,31,-104,154
0,0,36,-162,163
0,0,46,-160,154
0,0,51,-133,146
0,0,51,-119,156
0,0,52,19,152
0,0,49,78,146
0,0,49,94,148
0,0,50,75,158
0,0,51,84,156
0,0,52,85,152
0,0,52,99,151
0,0,49,133,160
0,0,47,128,158
0,0,48,77,150
0,0,46,53,154
0,0,45,39,160
0,0,46,39,162
0,0,43,11,158
0,0,41,0,157
0,0,41,-32,158
0,0,42,-104,158
0,0,43,-114,157
0,0,49,-104,154
0,0,50,-91,157
0,0,48,-22,157
0,0,45,22,157
0,0,43,22,156
0,0,43,-15,164
0,0,47,-68,164
0,0,49,-24,161
0,0,48,0,155
0,0,48,14,155
0,0,47,26,155
0,0,47,26,161
0,0,47,22,163
0,0,50,22,158
0,0,52,16,159
0,0,45,70,159
0,0,42,80,158
0,0,40,0,156
0,0,34,-82,150
0,0,30,-156,154
0,0,41,-167,152
0,0,48,-151,153
0,0,51,-81,155
0,0,52,-21,151
0,0,53,37,150
0,0,48,76,150
0,0,43,109,160
0,0,35,22,154
0,0,30,-72,152
0,0,22,-147,152
0,0,27,-176,154
0,0,39,-172,157
0,0,50,-160,156
0,0,53,-82,154
0,0,50,0,142
0,0,49,54,146
0,0,47,61,152
0,0,46,56,161
0,0,45,40,164
0,0,43,16,158
0,0,41,5,163
0,0,39,-81,164
0,0,39,-129,164
0,0,47,-152,163
0,0,51,-98,165
0,0,51,-24,171
0,0,52,39,166
0,0,51,90,163
0,0,49,121,164
0,0,38,82,169
0,0,34,66,164
0,0,29,-84,157
0,0,26,-134,162
0,0,32,-171,163
0,0,42,-172,160
0,0,48,-168,157
0,0,52,-89,160
0,0,50,-23,156
0,0,46,37,151
0,0,40,21,158
0,0,37,-51,159
0,0,39,-128,160
0,0,44,-150,159
0,0,52,-123,157
0,0,53,-111,158
0,0,51,99,152
0,0,46,120,149
0,0,37,86,154
0,0,33,25,156
0,0,32,-30,159
0,0,29,-168,154
0,0,37,-171,158
0,0,44,-177,158
0,0,50,-143,162
0,0,53,-128,161
0,0,49,0,153
0,0,45,98,156
0,0,40,63,159
0,0,40,0,166
0,0,42,-83,164
0,0,43,-96,156
0,0,43,-102,157
0,0,45,-72,161
0,0,49,-63,166
0,0,50,-53,158
0,0,49,15,158
0,0,50,36,166
0,0,49,38,162
0,0,47,63,166
0,0,43,61,163
0,0,37,20,161
0,0,33,-77,159
0,0,29,-143,160
0,0,33,-172,162
0,0,41,-177,161
0,0,50,-172,166
0,0,51,-119,162
0,0,44,0,156
0,0,37,34,159
0,0,30,17,160
0,0,26,-45,159
0,0,33,-139,162
0,0,38,-162,158
0,0,46,-175,158
0,0,53,-149,159
0,0,56,-99,159
0,0,56,48,158
0,0,55,133,140
0,0,50,180,119
0,0,33,163,134
0,0,26,28,143
0,0,26,-99,144
0,0,29,-151,158
0,0,38,-167,153
0,0,47,-172,154
0,0,50,-123,153
0,0,49,-83,156
0,0,47,0,161
0,0,44,27,159
0,0,43,27,164
0,0,42,-13,165
0,0,45,-66,165
0,0,45,-65,164
0,0,45,-53,163
0,0,46,-36,168
0,0,45,-36,162
0,0,43,-5,167
0,0,43,-5,166
0,0,45,-15,167
0,0,47,-43,162
0,0,47,-43,161
0,0,48,-19,161
0,0,48,-6,156
0,0,46,13,161
0,0,46,24,164
0,0,47,24,162
0,0,47,8,157
0,0,49,8,156
0,0,47,8,161
0,0,44,7,158
0,0,44,7,162
0,0,44,0,158
0,0,45,-27,158
0,0,46,-39,158
0,0,49,-41,160
0,0,50,-41,160
0,0,53,5,153
0,0,54,83,154
0,0,55,141,148
0,0,51,176,142
0,0,46,180,121
0,0,44,90,132
0,0,43,65,139
0,0,44,15,147
0,0,45,-15,154
0,0,47,-45,154
0,0,49,-43,150
0,0,50,-43,150
0,0,52,12,154
0,0,56,87,156
0,0,55,140,145
0,0,50,165,84
0,0,51,164,102
0,0,56,121,122
0,0,60,150,110
0,0,61,173,65
0,0,62,182,65
0,0,64,189,20
0,0,64,195,5
0,0,65,199,-5
0,0,67,203,-49
0,0,70,198,-83
0,0,71,203,-115
0,0,69,199,-125
0,0,65,196,-133
0,0,65,192,-139
0,0,66,190,-116
0,0,68,190,-116
0,0,69,188,-124
0,0,71,182,-137
0,0,72,183,-141
0,0,73,188,-148
0,0,74,185,-146
0,0,74,181,-150
0,0,75,178,-149
0,0,76,183,-148
0,0,76,184,-143
0,0,76,185,-145
0,0,77,183,-145
0,0,78,185,-149
0,0,79,184,-147
0,0,79,179,-148
0,0,79,181,-144
0,0,79,180,-145
0,0,79,181,-140
0,0,79,178,-145
0,0,79,183,-141
0,0,79,180,-146
0,0,79,183,-142
0,0,79,185,-143
0,0,79,183,-141
0,0,80,186,-144
0,0,80,185,-138
0,0,80,184,-139
0,0,80,188,-135
0,0,80,184,-138
0,0,80,185,-133
0,0,80,187,-134
0,0,81,185,-140
0,0,81,188,-144
0,0,81,188,-137
0,0,82,189,-143
0,0,83,190,-137
0,0,83,185,-142
0,0,83,188,-137
0,0,84,193,-144
0,0,84,192,-140
0,0,83,195,-145
0,0,83,198,-141
0,0,82,203,-146
0,0,81,206,-141
0,0,79,209,-146
0,0,77,209,-142
0,0,75,204,-144
0,0,72,202,-141
0,0,68,198,-144
0,0,65,196,-144
0,0,61,193,-148
0,0,59,194,-98
0,0,61,196,-59
0,0,64,196,-59
0,0,67,189,-19
0,0,69,191,-18
0,0,69,192,-79
0,0,65,192,-100
0,0,59,188,-126
0,0,55,184,-115
0,0,54,189,-115
0,0,55,187,0
0,0,56,188,26
0,0,58,185,44
0,0,59,188,46
0,0,59,189,19
0,0,58,182,19
0,0,58,183,19
0,0,58,179,8
0,0,56,180,3
0,0,56,182,2
0,0,55,184,6
0,0,55,180,68
0,0,55,187,85
0,0,54,178,64
0,0,54,187,76
0,0,53,179,101
0,0,51,182,117
0,0,51,168,139
0,0,55,144,153
0,0,60,156,151
0,0,63,167,84
0,0,63,181,84
0,0,61,182,21
0,0,58,188,21
0,0,53,190,8
0,0,49,181,7
0,0,47,156,71
0,0,46,72,113
0,0,47,72,134
0,0,51,21,157
0,0,54,15,162
0,0,53,83,162
0,0,52,108,155
0,0,53,123,162
0,0,53,127,165
0,0,49,146,163
0,0,47,142,168
0,0,48,82,166
0,0,48,46,172
0,0,49,37,177
0,0,51,28,175
0,0,51,33,168
0,0,48,64,164
0,0,46,55,167
0,0,45,55,165
0,0,46,6,163
0,0,46,6,160
0,0,44,0,157
0,0,43,-3,162
0,0,43,-29,155
0,0,42,-58,155
0,0,43,-85,154
0,0,52,-98,158
0,0,54,0,156
0,0,54,82,142
0,0,53,161,136
0,0,43,178,142
0,0,34,141,149
0,0,30,0,151
0,0,29,-89,150
0,0,32,-171,158
0,0,44,-184,150
