0,52,2,7
0,51,97,66
0,53,110,128
0,55,130,135
0,57,177,82
0,58,192,82
0,58,193,63
0,56,198,70
0,57,197,59
0,58,195,69
0,58,196,73
0,57,195,74
0,55,185,70
0,55,186,63
0,53,188,96
0,51,187,117
0,53,167,141
0,53,135,154
0,51,159,133
0,52,146,149
0,52,150,158
0,51,141,160
0,52,160,169
0,53,166,173
0,52,180,166
0,52,174,170
0,48,154,171
0,51,134,169
0,49,92,173
0,47,96,169
0,46,87,172
0,46,51,172
0,50,45,174
0,53,57,176
0,53,84,172
0,53,146,163
0,52,165,169
0,50,162,177
0,50,167,172
0,51,174,172
0,47,139,176
0,50,130,180
0,53,107,172
0,51,131,145
0,53,152,157
0,51,127,159
0,50,152,146
0,52,112,160
0,51,127,168
0,50,144,170
0,52,133,172
0,54,139,174
0,54,159,170
0,54,174,139
0,55,186,131
0,54,182,123
0,53,189,131
0,53,191,135
0,48,182,144
0,47,154,157
0,45,58,176
0,46,41,169
0,49,28,168
0,52,23,171
0,55,84,167
0,54,119,145
0,53,154,133
0,51,166,148
0,52,163,160
0,52,117,166
0,52,137,148
0,53,148,164
0,53,165,170
0,54,171,175
0,56,181,182
0,53,187,166
0,51,175,140
0,56,137,155
0,60,155,157
0,61,168,67
0,61,183,54
0,57,192,19
0,54,186,19
0,51,184,14
0,48,169,52
0,45,127,133
0,46,86,149
0,49,52,160
0,52,67,164
0,54,107,160
0,54,140,150
0,53,165,144
0,52,184,152
0,52,191,165
0,50,182,173
0,50,156,173
0,51,130,178
0,53,136,175
0,52,161,175
0,50,171,172
0,53,151,171
0,52,167,176
0,51,175,177
0,51,169,167
0,52,142,169
0,52,163,170
0,50,166,170
0,49,135,170
0,51,119,172
0,51,109,172
0,51,130,172
0,50,131,167
0,52,130,166
0,53,137,168
0,53,157,168
0,55,175,159
0,55,180,152
0,52,193,144
0,53,192,136
0,51,168,157
0,53,144,164
0,50,161,158
0,50,160,168
0,51,131,171
0,54,116,171
0,52,151,172
0,49,167,169
0,49,142,170
0,49,122,178
0,51,94,175
0,52,104,171
0,52,139,165
0,56,151,166
0,57,163,143
0,55,184,115
0,53,182,114
0,52,175,137
0,52,157,146
0,51,160,158
0,50,159,172
0,50,161,172
0,50,129,175
0,51,114,174
0,53,120,169
0,52,132,169
0,52,153,158
0,52,150,159
0,53,158,161
0,54,171,163
0,53,181,166
0,51,179,158
0,49,174,170
0,50,149,167
0,52,127,174
