63,199,-30
61,192,-13
60,191,-13
59,199,-7
58,197,0
59,194,2
58,192,2
55,194,2
49,194,2
43,171,13
39,99,93
39,99,140
36,0,151
33,-70,156
31,-126,165
34,-168,167
40,-163,174
41,-122,180
43,-76,188
46,-60,184
46,-52,171
44,-16,173
41,-16,180
39,-10,181
39,-68,176
41,-90,172
42,-76,176
43,-55,175
43,-44,171
41,-44,170
41,-24,166
41,-23,165
42,-35,161
42,-36,164
42,-29,162
43,-26,162
44,-22,164
46,-22,156
47,-12,154
42,43,153
39,43,157
37,-17,157
39,-108,152
44,-115,159
49,-64,149
42,130,142
37,75,152
34,-166,157
56,-138,153
60,46,135
57,170,81
34,145,20
27,29,12
26,-94,90
30,-147,117
41,-182,124
54,-160,133
57,-28,116
60,84,58
56,165,50
36,166,49
26,93,96
21,-43,125
19,-128,137
20,-174,152
33,-177,147
48,-165,158
53,-92,159
49,59,128
39,121,136
28,145,150
25,25,156
22,-50,154
22,-164,159
31,-175,159
38,-169,159
47,-131,162
48,-117,154
46,-27,154
43,0,159
42,0,160
41,5,156
40,-32,154
39,-56,154
40,-60,159
41,-63,161
40,-65,156
40,-65,157
39,-66,154
39,-82,160
39,-82,155
39,-84,155
39,-77,154
40,-90,160
40,-89,162
39,-76,159
38,-75,159
38,-97,159
40,-105,164
41,-90,163
42,-71,170
39,-41,172
38,-79,172
37,-96,171
39,-138,169
41,-132,165
42,-91,169
43,-52,171
43,-52,169
43,-31,163
43,-31,162
42,-14,162
42,-11,161
42,-12,159
42,-24,159
42,-33,165
40,-25,161
40,-24,162
40,-44,163
40,-65,164
41,-67,166
41,-59,161
42,-51,163
42,-51,165
42,-44,166
42,-31,168
42,-29,164
42,-24,163
41,-23,160
41,-31,164
42,-49,161
42,-43,163
42,-37,164
43,-29,161
43,-29,162
42,-17,157
41,-17,160
41,-14,159
40,-7,164
40,-13,159
41,-45,162
42,-51,165
42,-45,164
43,-42,166
42,-42,162
42,-18,164
42,-13,165
42,-12,167
43,-10,167
43,-10,164
43,-10,167
44,-4,163
44,-4,166
45,0,163
45,0,164
45,3,166
45,3,168
46,3,165
46,2,162
47,2,167
49,7,163
49,16,163
50,78,159
51,100,159
48,113,160
47,109,163
46,73,155
46,62,160
46,52,165
48,34,161
49,39,158
49,74,152
49,81,159
49,88,157
45,94,156
40,67,156
36,0,158
33,-84,158
35,-171,158
46,-147,161
49,-115,167
47,-22,165
44,34,161
39,34,162
36,0,172
38,-48,170
42,-128,166
45,-93,167
45,-54,169
45,-54,170
46,-12,165
46,-12,167
46,-3,166
47,11,165
46,60,157
45,61,153
43,44,159
42,44,157
42,12,161
42,0,157
42,-20,160
42,-43,158
43,-44,159
42,-41,156
43,-41,158
43,-17,160
43,-17,160
44,-7,159
44,-7,154
44,0,155
44,0,150
43,0,145
42,0,147
42,0,149
41,0,151
41,-3,152
42,-7,152
39,-6,148
33,-21,144
32,-90,136
32,-130,133
28,-172,129
28,-189,128
28,-196,129
35,-201,122
57,-184,117
56,-31,97
56,34,33
56,156,29
54,191,61
